datettime              Tput   RbNum MCS PdschBler nonWPdschBler
20221018.173337.442514 0.102550 1.2 26.0 0.0 0.0 
20221018.173347.442611 0.109152 1.3 26.0 0.0 0.0 
20221018.173347.442623 0.103241 1.1 26.0 0.0 0.0 
20221018.173347.442636 0.107521 1.2 26.0 0.0 0.0 
20221018.173347.442648 0.105201 1.5 19.4 11.7 10.1 
20221018.173347.442660 0.104189 1.2 26.0 0.0 0.0 
20221018.173347.442671 0.109520 1.2 26.0 0.0 0.0 
20221018.173347.442691 0.104607 1.2 26.0 0.0 0.0 
20221018.173357.442805 0.110285 1.3 26.0 0.0 0.0 
20221018.173357.442818 0.104248 1.2 26.0 0.0 0.0 
20221018.173357.442831 0.103741 1.2 26.0 0.0 0.0 
20221018.173357.442844 0.105835 1.4 19.6 9.3 10.7 
20221018.173357.442857 0.101429 1.1 26.0 0.0 0.0 
20221018.173357.442869 0.112125 1.2 26.0 0.0 0.0 
20221018.173357.442881 0.102612 1.1 26.0 0.0 0.0 
20221018.173407.442958 0.110934 1.3 26.0 0.0 0.0 
20221018.173407.442971 0.105022 1.2 26.0 0.2 0.3 
20221018.173407.442983 0.104754 1.2 26.0 0.0 0.0 
20221018.173407.442995 0.107780 1.5 19.0 12.0 10.5 
20221018.173407.443008 0.102352 1.1 26.0 0.0 0.0 
20221018.173407.443019 0.108929 1.2 26.0 0.0 0.0 
20221018.173407.443030 0.103647 1.1 26.0 0.0 0.0 
20221018.173417.443134 0.106811 1.2 26.0 0.0 0.0 
20221018.173417.443146 0.104678 1.2 26.0 0.0 0.0 
20221018.173417.443173 0.108443 1.2 26.0 0.0 0.0 
20221018.173417.443186 0.107565 1.4 19.8 8.2 8.6 
20221018.173417.443197 0.105361 1.1 26.0 0.0 0.0 
20221018.173417.443208 0.111489 1.2 26.0 0.0 0.0 
20221018.173417.443219 0.105330 1.1 26.0 0.0 0.0 
20221018.173427.443302 0.120760 1.5 25.9 2.9 2.9 
20221018.173427.443315 0.103293 1.2 26.0 0.0 0.0 
20221018.173427.443328 0.107666 1.2 26.0 0.0 0.0 
20221018.173427.443342 0.108588 1.5 19.5 9.7 10.3 
20221018.173427.443354 0.104387 1.1 26.0 0.0 0.0 
20221018.173427.443374 0.109833 1.2 26.0 0.0 0.0 
20221018.173427.443385 0.106438 1.2 26.0 0.0 0.0 
20221018.173437.443461 0.110447 1.3 26.0 0.0 0.0 
20221018.173437.443474 0.106350 1.2 26.0 0.0 0.0 
20221018.173437.443485 0.110241 1.2 26.0 0.0 0.0 
20221018.173437.443497 0.108727 1.5 20.5 9.9 10.5 
20221018.173437.443508 0.107170 1.2 26.0 0.0 0.0 
20221018.173437.443519 0.113560 1.2 26.0 0.0 0.0 
20221018.173437.443531 0.106937 1.2 26.0 0.0 0.0 
20221018.173447.443632 0.118399 1.6 26.0 2.9 3.1 
20221018.173447.443646 0.106342 1.2 26.0 0.0 0.0 
20221018.173447.443658 0.106692 1.2 26.0 0.0 0.0 
20221018.173447.443670 0.110725 1.5 19.9 10.0 9.3 
20221018.173447.443681 0.100842 1.1 26.0 0.0 0.0 
20221018.173447.443692 0.109703 1.2 26.0 0.0 0.0 
20221018.173447.443703 0.104727 1.2 26.0 0.0 0.0 
20221018.173457.443808 0.110963 1.2 26.0 0.0 0.0 
20221018.173457.443832 0.102358 1.1 26.0 0.0 0.0 
20221018.173457.443844 0.109309 1.2 26.0 0.0 0.0 
20221018.173457.443858 0.107587 1.4 20.0 10.9 10.4 
20221018.173457.443870 0.103427 1.1 26.0 0.0 0.0 
20221018.173457.443881 0.110680 1.2 26.0 0.0 0.0 
20221018.173457.443892 0.101767 1.1 26.0 0.0 0.0 
20221018.173507.443971 0.110008 1.2 26.0 0.0 0.0 
20221018.173507.443983 0.103617 1.1 26.0 0.0 0.0 
20221018.173507.443997 0.105755 1.2 26.0 0.0 0.0 
20221018.173507.444009 0.109435 1.7 18.3 10.2 11.0 
20221018.173507.444030 0.103334 1.1 26.0 0.0 0.0 
20221018.173507.444041 0.113152 1.2 26.0 0.0 0.0 
20221018.173507.444051 0.105240 1.2 26.0 0.0 0.0 
20221018.173517.444155 0.111394 1.3 26.0 0.0 0.0 
20221018.173517.444167 0.101810 1.2 26.0 0.0 0.0 
20221018.173517.444178 0.107738 1.2 26.0 0.0 0.0 
20221018.173517.444191 0.107418 1.6 18.0 10.0 11.9 
20221018.173517.444202 0.101593 1.1 26.0 0.0 0.0 
20221018.173517.444213 0.113388 1.3 26.0 0.0 0.0 
20221018.173517.444224 0.104301 1.2 26.0 0.0 0.0 
20221018.173527.444315 0.113562 1.3 26.0 0.0 0.0 
20221018.173527.444327 0.105675 1.2 26.0 0.0 0.0 
20221018.173527.444339 0.109511 1.3 26.0 0.0 0.0 
20221018.173527.444351 0.106506 1.5 19.2 11.1 8.7 
20221018.173527.444362 0.103333 1.1 26.0 0.0 0.0 
20221018.173527.444373 0.116199 1.3 26.0 0.0 0.0 
20221018.173527.444384 0.105853 1.2 26.0 0.0 0.0 
20221018.173537.444491 0.122395 1.7 25.8 4.0 4.2 
20221018.173537.444513 0.105154 1.2 26.0 0.0 0.0 
20221018.173537.444526 0.107465 1.2 26.0 0.0 0.0 
20221018.173537.444538 0.107469 1.6 19.0 11.2 11.3 
20221018.173537.444549 0.103397 1.2 26.0 0.0 0.0 
20221018.173537.444560 0.110081 1.2 26.0 0.0 0.0 
20221018.173537.444571 0.105238 1.2 26.0 0.0 0.0 
20221018.173547.444652 0.109248 1.3 26.0 0.0 0.0 
20221018.173547.444665 0.105711 1.2 26.0 0.0 0.0 
20221018.173547.444677 0.107479 1.2 26.0 0.0 0.0 
20221018.173547.444689 0.107825 1.5 19.3 9.0 9.5 
20221018.173547.444701 0.100046 1.1 26.0 0.0 0.0 
20221018.173547.444712 0.109432 1.2 26.0 0.0 0.0 
20221018.173547.444722 0.104473 1.2 26.0 0.0 0.0 
20221018.173557.444812 0.107670 1.2 26.0 0.0 0.0 
20221018.173557.444824 0.104546 1.2 26.0 0.0 0.0 
20221018.173557.444836 0.106750 1.2 26.0 0.0 0.0 
20221018.173557.444850 0.108986 1.5 19.6 11.5 10.3 
20221018.173557.444862 0.104267 1.1 26.0 0.0 0.0 
20221018.173557.444872 0.114246 1.3 26.0 0.0 0.0 
20221018.173557.444883 0.102654 1.1 26.0 0.0 0.0 
20221018.173607.444985 0.124014 1.7 26.0 4.0 4.2 
20221018.173607.444997 0.103500 1.2 26.0 0.0 0.0 
20221018.173607.445008 0.111090 1.3 26.0 0.0 0.0 
20221018.173607.445021 0.110519 1.7 18.2 10.6 11.1 
20221018.173607.445034 0.103436 1.1 26.0 0.0 0.0 
20221018.173607.445045 0.111855 1.2 26.0 0.0 0.0 
20221018.173607.445055 0.106684 1.1 26.0 0.0 0.0 
20221018.173617.445162 0.109443 1.2 26.0 0.0 0.0 
20221018.173617.445174 0.105215 1.2 26.0 0.0 0.0 
20221018.173617.445186 0.107500 1.2 26.0 0.0 0.0 
20221018.173617.445198 0.110281 1.6 17.8 7.6 8.2 
20221018.173617.445209 0.102328 1.1 26.0 0.0 0.0 
20221018.173617.445220 0.111829 1.2 26.0 0.0 0.0 
20221018.173617.445230 0.107472 1.2 26.0 0.0 0.0 
20221018.173627.445328 0.109840 1.3 26.0 0.0 0.0 
20221018.173627.445342 0.108546 1.2 26.0 0.0 0.0 
20221018.173627.445354 0.109081 1.2 26.0 0.0 0.0 
20221018.173627.445367 0.111430 1.5 19.1 12.0 11.7 
20221018.173627.445378 0.105238 1.1 26.0 0.0 0.0 
20221018.173627.445389 0.112759 1.2 26.0 0.0 0.0 
20221018.173627.445400 0.106800 1.2 26.0 0.0 0.0 
20221018.173637.445502 0.112273 1.3 26.0 0.0 0.0 
20221018.173637.445514 0.107494 1.2 26.0 0.0 0.0 
20221018.173637.445527 0.109676 1.2 26.0 0.0 0.0 
20221018.173637.445539 0.109741 1.6 20.0 7.3 8.4 
20221018.173637.445550 0.104836 1.2 26.0 0.0 0.0 
20221018.173637.445561 0.112019 1.2 26.0 0.0 0.0 
20221018.173637.445572 0.106388 1.2 26.0 0.0 0.0 
20221018.173647.445667 0.112051 1.3 26.0 0.0 0.0 
20221018.173647.445680 0.105362 1.2 26.0 0.0 0.0 
20221018.173647.445693 0.108176 1.2 26.0 0.0 0.0 
20221018.173647.445705 0.110199 1.6 18.4 11.6 10.0 
20221018.173647.445717 0.103134 1.1 26.0 0.0 0.0 
20221018.173647.445728 0.113605 1.2 26.0 0.1 0.1 
20221018.173647.445738 0.108225 1.2 26.0 0.0 0.0 
20221018.173657.445836 0.104955 1.2 26.0 0.0 0.0 
20221018.173657.445848 0.104605 1.2 26.0 0.0 0.0 
20221018.173657.445861 0.108000 1.3 26.0 0.0 0.0 
20221018.173657.445874 0.110529 1.5 19.6 11.0 11.5 
20221018.173657.445886 0.105369 1.1 26.0 0.0 0.0 
20221018.173657.445897 0.113358 1.3 26.0 0.0 0.0 
20221018.173657.445907 0.106821 1.2 26.0 0.0 0.0 
20221018.173707.446013 0.110775 1.2 26.0 0.0 0.0 
20221018.173707.446026 0.104208 1.2 26.0 0.0 0.0 
20221018.173707.446038 0.108269 1.2 26.0 0.0 0.0 
20221018.173707.446050 0.109122 1.9 16.5 7.1 8.0 
20221018.173707.446061 0.104108 1.1 26.0 0.0 0.0 
20221018.173707.446072 0.111469 1.2 26.0 0.0 0.0 
20221018.173707.446083 0.105450 1.2 26.0 0.0 0.0 
20221018.173717.446178 0.108809 1.2 26.0 0.0 0.0 
20221018.173717.446190 0.104523 1.2 26.0 0.0 0.0 
20221018.173717.446202 0.108055 1.2 26.0 0.0 0.0 
20221018.173717.446214 0.109268 1.4 20.7 10.5 9.6 
20221018.173717.446225 0.103687 1.1 26.0 0.0 0.0 
20221018.173717.446236 0.111065 1.2 26.0 0.0 0.0 
20221018.173717.446246 0.107113 1.2 26.0 0.0 0.0 
20221018.173727.446342 0.113305 1.3 26.0 0.0 0.0 
20221018.173727.446356 0.106979 1.2 26.0 0.0 0.0 
20221018.173727.446368 0.109106 1.2 26.0 0.0 0.0 
20221018.173727.446381 0.109108 1.5 19.4 9.4 11.3 
20221018.173727.446392 0.105854 1.1 26.0 0.0 0.0 
20221018.173727.446403 0.114151 1.2 26.0 0.0 0.0 
20221018.173727.446414 0.109450 1.2 26.0 0.0 0.0 
20221018.173737.446509 0.112348 1.3 26.0 0.0 0.0 
20221018.173737.446524 0.107024 1.2 26.0 0.0 0.0 
20221018.173737.446535 0.108698 1.2 26.0 0.0 0.0 
20221018.173737.446548 0.110460 1.7 18.8 10.5 9.0 
20221018.173737.446559 0.103790 1.2 26.0 0.0 0.0 
20221018.173737.446570 0.112786 1.2 26.0 0.0 0.0 
20221018.173737.446581 0.114393 1.4 26.0 2.3 2.3 
20221018.173747.446679 0.111773 1.3 26.0 0.0 0.0 
20221018.173747.446694 0.104727 1.2 26.0 0.0 0.0 
20221018.173747.446706 0.104851 1.2 26.0 0.0 0.0 
20221018.173747.446728 0.113368 1.7 18.4 10.3 9.5 
20221018.173747.446739 0.106905 1.1 26.0 0.0 0.0 
20221018.173747.446750 0.113365 1.2 26.0 0.0 0.0 
20221018.173747.446761 0.105160 1.2 26.0 0.0 0.0 
20221018.173757.446864 0.117496 1.4 26.0 1.7 1.7 
20221018.173757.446876 0.104900 1.1 26.0 0.0 0.0 
20221018.173757.446888 0.106503 1.2 26.0 0.0 0.0 
20221018.173757.446900 0.107998 1.7 17.7 10.1 10.7 
20221018.173757.446912 0.103642 1.2 26.0 0.0 0.0 
20221018.173757.446923 0.110565 1.2 26.0 0.0 0.0 
20221018.173757.446944 0.103973 1.1 26.0 0.0 0.0 
20221018.173807.447023 0.113360 1.4 26.0 1.7 1.8 
20221018.173807.447036 0.106228 1.2 26.0 0.0 0.0 
20221018.173807.447048 0.106665 1.2 26.0 0.0 0.0 
20221018.173807.447060 0.108139 1.6 18.7 9.5 11.5 
20221018.173807.447071 0.104458 1.2 26.0 0.0 0.0 
20221018.173807.447082 0.111279 1.2 26.0 0.0 0.0 
20221018.173807.447093 0.106070 1.1 26.0 0.0 0.0 
20221018.173817.447216 0.107761 1.3 26.0 0.0 0.0 
20221018.173817.447230 0.104239 1.2 26.0 0.0 0.0 
20221018.173817.447242 0.107600 1.3 26.0 0.0 0.0 
20221018.173817.447254 0.109949 1.7 17.7 14.0 12.2 
20221018.173817.447265 0.102729 1.1 26.0 0.0 0.0 
20221018.173817.447276 0.110307 1.3 26.0 0.0 0.0 
20221018.173817.447286 0.105196 1.2 26.0 0.0 0.0 
20221018.173827.447358 0.119989 1.5 26.0 2.3 2.4 
20221018.173827.447373 0.103545 1.2 26.0 0.0 0.0 
20221018.173827.447385 0.109821 1.2 26.0 0.0 0.0 
20221018.173827.447405 0.107665 1.6 18.1 5.6 6.0 
20221018.173827.447418 0.104116 1.1 26.0 0.0 0.0 
20221018.173827.447429 0.112823 1.2 26.0 0.0 0.0 
20221018.173827.447440 0.105970 1.2 26.0 0.0 0.0 
20221018.173837.447525 0.109066 1.3 26.0 0.0 0.0 
20221018.173837.447537 0.105675 1.2 26.0 0.0 0.0 
20221018.173837.447549 0.108353 1.2 26.0 0.0 0.0 
20221018.173837.447561 0.111160 1.6 18.9 11.0 10.3 
20221018.173837.447573 0.103775 1.2 26.0 0.0 0.0 
20221018.173837.447593 0.111355 1.2 26.0 0.0 0.0 
20221018.173837.447604 0.103031 1.2 26.0 0.0 0.0 
20221018.173847.447703 0.106073 1.2 26.0 0.0 0.0 
20221018.173847.447717 0.104553 1.2 26.0 0.0 0.0 
20221018.173847.447729 0.106261 1.2 26.0 0.0 0.0 
20221018.173847.447741 0.107845 1.7 18.2 10.1 10.3 
20221018.173847.447752 0.101494 1.1 26.0 0.0 0.0 
20221018.173847.447764 0.108791 1.2 26.0 0.0 0.0 
20221018.173847.447774 0.102219 1.2 26.0 0.0 0.0 
20221018.173857.447876 0.110349 1.2 26.0 0.0 0.0 
20221018.173857.447888 0.103014 1.1 26.0 0.0 0.0 
20221018.173857.447900 0.106196 1.2 26.0 0.0 0.0 
20221018.173857.447912 0.108987 1.7 18.4 11.9 11.7 
20221018.173857.447924 0.102367 1.1 26.0 0.0 0.0 
20221018.173857.447934 0.110135 1.2 26.0 0.0 0.0 
20221018.173857.447945 0.104918 1.2 26.0 0.0 0.0 
20221018.173907.448042 0.117053 1.5 26.0 2.3 2.4 
20221018.173907.448055 0.103197 1.2 26.0 0.0 0.0 
20221018.173907.448077 0.105965 1.2 26.0 0.0 0.0 
20221018.173907.448090 0.106101 1.5 19.3 9.8 10.2 
20221018.173907.448102 0.104818 1.1 26.0 0.0 0.0 
20221018.173907.448113 0.111336 1.2 26.0 0.0 0.0 
20221018.173907.448124 0.105746 1.2 26.0 0.0 0.0 
20221018.173917.448216 0.111166 1.2 26.0 0.0 0.0 
20221018.173917.448228 0.105793 1.2 26.0 0.0 0.0 
20221018.173917.448240 0.106201 1.2 26.0 0.0 0.0 
20221018.173917.448252 0.109896 1.5 18.9 8.0 7.7 
20221018.173917.448264 0.106392 1.1 26.0 0.0 0.0 
20221018.173917.448275 0.112156 1.2 26.0 0.0 0.0 
20221018.173917.448285 0.102951 1.1 26.0 0.0 0.0 
20221018.173927.448378 0.113636 1.5 26.0 2.3 2.4 
20221018.173927.448391 0.103428 1.2 26.0 0.0 0.0 
20221018.173927.448403 0.106467 1.2 26.0 0.0 0.0 
20221018.173927.448416 0.108768 1.4 20.2 10.6 11.9 
20221018.173927.448427 0.104649 1.1 26.0 0.0 0.0 
20221018.173927.448438 0.108765 1.2 26.0 0.0 0.0 
20221018.173927.448449 0.108027 1.2 26.0 0.0 0.0 
20221018.173937.448545 0.110792 1.3 26.0 0.0 0.0 
20221018.173937.448559 0.106009 1.1 26.0 0.0 0.0 
20221018.173937.448571 0.104720 1.2 26.0 0.0 0.0 
20221018.173937.448583 0.107679 1.7 18.6 11.5 9.9 
20221018.173937.448594 0.104140 1.2 26.0 0.0 0.0 
20221018.173937.448606 0.110322 1.2 26.0 0.0 0.0 
20221018.173937.448617 0.103838 1.2 26.0 0.0 0.0 
20221018.173947.448726 0.111320 1.3 26.0 0.0 0.0 
20221018.173947.448739 0.105135 1.2 26.0 0.0 0.0 
20221018.173947.448751 0.108349 1.2 26.0 0.0 0.0 
20221018.173947.448763 0.108661 1.6 18.2 9.5 9.1 
20221018.173947.448775 0.102323 1.1 26.0 0.0 0.0 
20221018.173947.448786 0.108665 1.2 26.0 0.0 0.0 
20221018.173947.448797 0.103916 1.1 26.0 0.0 0.0 
20221018.173957.448884 0.105019 1.2 26.0 0.0 0.0 
20221018.173957.448898 0.101448 1.2 26.0 0.0 0.0 
20221018.173957.448910 0.106777 1.2 26.0 0.0 0.0 
20221018.173957.448922 0.105556 1.6 18.2 9.3 9.8 
20221018.173957.448934 0.100349 1.1 26.0 0.0 0.0 
20221018.173957.448944 0.107502 1.2 26.0 0.0 0.0 
20221018.173957.448955 0.103764 1.2 26.0 0.0 0.0 
20221018.174007.449061 0.110484 1.2 26.0 0.0 0.0 
20221018.174007.449073 0.101345 1.2 26.0 0.0 0.0 
20221018.174007.449085 0.106055 1.2 26.0 0.0 0.0 
20221018.174007.449097 0.107388 1.4 20.2 12.6 13.4 
20221018.174007.449109 0.101799 1.1 26.0 0.0 0.0 
20221018.174007.449119 0.110416 1.2 26.0 0.0 0.0 
20221018.174007.449130 0.101057 1.1 26.0 0.0 0.0 
20221018.174017.449219 0.111456 1.2 26.0 0.0 0.0 
20221018.174017.449231 0.102976 1.2 26.0 0.0 0.0 
20221018.174017.449243 0.109118 1.2 26.0 0.0 0.0 
20221018.174017.449255 0.108633 1.7 18.0 6.1 7.0 
20221018.174017.449269 0.098777 1.1 26.0 0.0 0.0 
20221018.174017.449280 0.114209 1.3 26.0 0.0 0.0 
20221018.174017.449291 0.105509 1.2 26.0 0.0 0.0 
20221018.174027.449393 0.108637 1.2 26.0 0.0 0.0 
20221018.174027.449406 0.103548 1.1 26.0 0.0 0.0 
20221018.174027.449418 0.109348 1.2 26.0 0.0 0.0 
20221018.174027.449430 0.105090 1.6 18.6 11.2 11.0 
20221018.174027.449442 0.104181 1.2 26.0 0.0 0.0 
20221018.174027.449452 0.110046 1.2 26.0 0.0 0.0 
20221018.174027.449463 0.104969 1.2 26.0 0.0 0.0 
20221018.174037.449573 0.108313 1.3 26.0 0.0 0.0 
20221018.174037.449586 0.106400 1.2 26.0 0.0 0.0 
20221018.174037.449597 0.105206 1.2 26.0 0.0 0.0 
20221018.174037.449610 0.105484 1.6 18.6 11.8 10.6 
20221018.174037.449621 0.101383 1.2 26.0 0.0 0.0 
20221018.174037.449632 0.110729 1.2 26.0 0.0 0.0 
20221018.174037.449643 0.105984 1.2 26.0 0.0 0.0 
20221018.174047.449737 0.105878 1.2 26.0 0.0 0.0 
20221018.174047.449750 0.104080 1.2 26.0 0.0 0.0 
20221018.174047.449761 0.104216 1.2 26.0 0.0 0.0 
20221018.174047.449774 0.107105 1.7 17.3 10.0 9.6 
20221018.174047.449786 0.102364 1.1 26.0 0.0 0.0 
20221018.174047.449797 0.106133 1.2 26.0 0.0 0.0 
20221018.174047.449808 0.102351 1.1 26.0 0.0 0.0 
20221018.174057.449909 0.106086 1.2 26.0 0.0 0.0 
20221018.174057.449922 0.103514 1.2 26.0 0.0 0.0 
20221018.174057.449933 0.105967 1.2 26.0 0.0 0.0 
20221018.174057.449947 0.103975 1.4 18.9 9.3 9.8 
20221018.174057.449959 0.102058 1.1 26.0 0.0 0.0 
20221018.174057.449970 0.110619 1.2 26.0 0.0 0.0 
20221018.174057.449980 0.102358 1.1 26.0 0.0 0.0 
20221018.174107.450072 0.109402 1.3 26.0 0.0 0.0 
20221018.174107.450085 0.106486 1.2 26.0 0.0 0.0 
20221018.174107.450097 0.106434 1.2 26.0 0.0 0.0 
20221018.174107.450109 0.107314 1.5 19.8 9.1 10.0 
20221018.174107.450121 0.103338 1.1 26.0 0.0 0.0 
20221018.174107.450132 0.111774 1.2 26.0 0.1 0.1 
20221018.174107.450143 0.104504 1.1 26.0 0.0 0.0 
20221018.174117.450241 0.115871 1.4 26.0 0.7 0.6 
20221018.174117.450253 0.102525 1.1 26.0 0.0 0.0 
20221018.174117.450265 0.106358 1.2 26.0 0.0 0.0 
20221018.174117.450278 0.107277 1.6 18.4 13.5 11.6 
20221018.174117.450289 0.102581 1.1 26.0 0.0 0.0 
20221018.174117.450312 0.112186 1.2 26.0 0.0 0.0 
20221018.174117.450324 0.103422 1.1 26.0 0.0 0.0 
20221018.174127.450406 0.111216 1.3 26.0 0.0 0.0 
20221018.174127.450418 0.102715 1.1 26.0 0.0 0.0 
20221018.174127.450430 0.107661 1.2 26.0 0.0 0.0 
20221018.174127.450442 0.108143 2.2 15.3 8.9 9.4 
20221018.174127.450454 0.100983 1.1 26.0 0.0 0.0 
20221018.174127.450465 0.109669 1.2 26.0 0.0 0.0 
20221018.174127.450475 0.100790 1.1 26.0 0.0 0.0 
20221018.174137.450579 0.112516 1.3 26.0 0.0 0.0 
20221018.174137.450592 0.106661 1.2 26.0 0.0 0.0 
20221018.174137.450605 0.110602 1.3 26.0 0.0 0.0 
20221018.174137.450617 0.111669 1.6 19.4 9.0 9.4 
20221018.174137.450629 0.103866 1.2 26.0 0.0 0.0 
20221018.174137.450640 0.110276 1.2 26.0 0.0 0.0 
20221018.174137.450651 0.103224 1.2 26.0 0.0 0.0 
20221018.174147.450748 0.104372 1.2 26.0 0.0 0.0 
20221018.174147.450771 0.105902 1.2 26.0 0.0 0.0 
20221018.174147.450784 0.102554 1.2 26.0 0.0 0.0 
20221018.174147.450798 0.108581 1.4 20.0 10.4 10.6 
20221018.174147.450809 0.102605 1.1 26.0 0.0 0.0 
20221018.174147.450820 0.109783 1.2 26.0 0.0 0.0 
20221018.174147.450831 0.103588 1.1 26.0 0.0 0.0 
20221018.174157.450929 0.106750 1.2 26.0 0.0 0.0 
20221018.174157.450943 0.105125 1.2 26.0 0.0 0.0 
20221018.174157.450955 0.105717 1.2 26.0 0.0 0.0 
20221018.174157.450967 0.106045 1.4 19.3 10.3 10.1 
20221018.174157.450988 0.102085 1.1 26.0 0.0 0.0 
20221018.174157.450999 0.109093 1.2 26.0 0.0 0.0 
20221018.174157.451010 0.105259 1.2 26.0 0.0 0.0 
20221018.174207.451097 0.111212 1.3 26.0 0.1 0.1 
20221018.174207.451110 0.105904 1.2 26.0 0.0 0.0 
20221018.174207.451121 0.104708 1.2 26.0 0.0 0.0 
20221018.174207.451134 0.108196 1.4 19.3 11.0 10.3 
20221018.174207.451147 0.102592 1.1 26.0 0.0 0.0 
20221018.174207.451158 0.109119 1.2 26.0 0.0 0.0 
20221018.174207.451179 0.100638 1.1 26.0 0.0 0.0 
20221018.174217.451269 0.110075 1.3 26.0 0.0 0.0 
20221018.174217.451282 0.102579 1.2 26.0 0.0 0.0 
20221018.174217.451293 0.106310 1.2 26.0 0.0 0.0 
20221018.174217.451306 0.107080 2.0 16.6 10.2 10.9 
20221018.174217.451317 0.101371 1.1 26.0 0.0 0.0 
20221018.174217.451328 0.110863 1.2 26.0 0.0 0.0 
20221018.174217.451339 0.102034 1.1 26.0 0.0 0.0 
20221018.174227.451447 0.107329 1.3 26.0 0.0 0.0 
20221018.174227.451461 0.105338 1.2 26.0 0.0 0.0 
20221018.174227.451475 0.107628 1.2 26.0 0.0 0.0 
20221018.174227.451487 0.107352 2.0 16.8 9.1 9.1 
20221018.174227.451497 0.102689 1.2 26.0 0.0 0.0 
20221018.174227.451508 0.111469 1.2 26.0 0.0 0.0 
20221018.174227.451518 0.102798 1.1 26.0 0.0 0.0 
20221018.174237.451594 0.105343 1.2 26.0 0.0 0.0 
20221018.174237.451607 0.102421 1.1 26.0 0.0 0.0 
20221018.174237.451620 0.102676 1.2 26.0 0.0 0.0 
20221018.174237.451643 0.105610 1.5 19.9 13.1 13.6 
20221018.174237.451655 0.101517 1.2 26.0 0.0 0.0 
20221018.174237.451666 0.111092 1.2 26.0 0.0 0.0 
20221018.174237.451677 0.103615 1.2 26.0 0.0 0.0 
20221018.174247.451768 0.115146 1.4 26.0 2.3 2.3 
20221018.174247.451780 0.104954 1.2 26.0 0.0 0.0 
20221018.174247.451792 0.107630 1.2 26.0 0.0 0.0 
20221018.174247.451804 0.109184 1.7 17.6 6.5 6.7 
20221018.174247.451815 0.101288 1.1 26.0 0.0 0.0 
20221018.174247.451827 0.110363 1.2 26.0 0.0 0.0 
20221018.174247.451838 0.104288 1.1 26.0 0.0 0.0 
20221018.174257.451943 0.110090 1.2 26.0 0.0 0.0 
20221018.174257.451955 0.102885 1.1 26.0 0.0 0.0 
20221018.174257.451967 0.107333 1.2 26.0 0.0 0.0 
20221018.174257.451980 0.108682 1.4 19.7 11.0 10.1 
20221018.174257.451991 0.105411 1.1 26.0 0.0 0.0 
20221018.174257.452002 0.110349 1.2 26.0 0.0 0.0 
20221018.174257.452012 0.105311 1.2 26.0 0.0 0.0 
20221018.174307.452117 0.104694 1.2 26.0 0.0 0.0 
20221018.174307.452130 0.100245 1.1 26.0 0.0 0.0 
20221018.174307.452142 0.107670 1.2 26.0 0.0 0.0 
20221018.174307.452155 0.105609 1.4 18.6 10.2 10.8 
20221018.174307.452167 0.101823 1.1 26.0 0.0 0.0 
20221018.174307.452178 0.107044 1.2 26.0 0.0 0.0 
20221018.174307.452189 0.101990 1.1 26.0 0.0 0.0 
20221018.174317.452291 0.112006 1.3 26.0 0.0 0.0 
20221018.174317.452304 0.105461 1.2 26.0 0.0 0.0 
20221018.174317.452316 0.108337 1.2 26.0 0.0 0.0 
20221018.174317.452328 0.106613 1.5 19.2 9.5 9.7 
20221018.174317.452339 0.101814 1.1 26.0 0.0 0.0 
20221018.174317.452350 0.109364 1.2 26.0 0.0 0.0 
20221018.174317.452361 0.105317 1.2 26.0 0.0 0.0 
20221018.174327.452445 0.105883 1.2 26.0 0.0 0.0 
20221018.174327.452459 0.103958 1.1 26.0 0.0 0.0 
20221018.174327.452471 0.107020 1.2 26.0 0.0 0.0 
20221018.174327.452483 0.107281 1.5 20.4 9.2 10.7 
20221018.174327.452494 0.104145 1.2 26.0 0.0 0.0 
20221018.174327.452505 0.108566 1.2 26.0 0.0 0.0 
20221018.174327.452516 0.102744 1.2 26.0 0.0 0.0 
20221018.174337.452620 0.109068 1.3 26.0 0.0 0.0 
20221018.174337.452632 0.103995 1.1 26.0 0.0 0.0 
20221018.174337.452644 0.107649 1.2 26.0 0.0 0.0 
20221018.174337.452657 0.107980 1.6 19.1 11.8 10.0 
20221018.174337.452667 0.102237 1.2 26.0 0.0 0.0 
20221018.174337.452678 0.110287 1.2 26.0 0.0 0.0 
20221018.174337.452689 0.108661 1.3 26.0 1.7 1.7 
20221018.174347.452792 0.110207 1.2 26.0 0.0 0.0 
20221018.174347.452807 0.104796 1.2 26.0 0.0 0.1 
20221018.174347.452820 0.107819 1.2 26.0 0.0 0.0 
20221018.174347.452832 0.110290 1.4 19.9 9.5 9.2 
20221018.174347.452843 0.103288 1.1 26.0 0.0 0.1 
20221018.174347.452854 0.111755 1.2 26.0 0.0 0.0 
20221018.174347.452866 0.103955 1.1 26.0 0.0 0.0 
20221018.174357.452958 0.114596 1.4 26.0 1.7 1.8 
20221018.174357.452970 0.102947 1.2 26.0 0.1 0.0 
20221018.174357.452983 0.108643 1.3 26.0 0.0 0.0 
20221018.174357.452995 0.107395 1.5 19.3 8.7 10.3 
20221018.174357.453007 0.101177 1.1 26.0 0.1 0.0 
20221018.174357.453017 0.108051 1.2 26.0 0.0 0.0 
20221018.174357.453028 0.103168 1.2 26.0 0.0 0.0 
20221018.174407.453129 0.110896 1.2 26.0 0.0 0.0 
