datettime              Tput   RbNum MCS PdschBler nonWPdschBler
20221018.223137.747809 0.080199 4.3 26.0 0.0 0.0 
20221018.223137.747829 0.120512 1.3 26.0 1.9 1.6 
20221018.223137.747842 0.105402 1.1 26.0 0.1 0.1 
20221018.223137.747852 0.056483 1.6 25.9 0.0 0.0 
20221018.223137.747864 0.109484 1.1 26.0 0.0 0.0 
20221018.223137.747876 0.110612 1.4 20.3 10.3 10.6 
20221018.223147.747973 0.105475 1.1 26.0 0.0 0.0 
20221018.223147.747983 0.076727 4.9 26.0 0.0 4.4 
20221018.223147.747995 0.109962 1.1 26.0 0.0 0.0 
20221018.223147.748007 0.103552 1.1 26.0 0.0 0.0 
20221018.223147.748017 0.030486 1.3 26.0 0.0 0.0 
20221018.223147.748029 0.108040 1.1 26.0 0.0 0.0 
20221018.223147.748041 0.110505 1.3 21.4 11.4 10.2 
20221018.223157.748143 0.100925 1.1 26.0 0.0 0.0 
20221018.223157.748155 0.038248 5.3 26.0 0.0 13.0 
20221018.223157.748167 0.114830 1.3 26.0 2.0 2.0 
20221018.223157.748179 0.100388 1.1 26.0 0.0 0.0 
20221018.223157.748189 0.068462 1.7 26.0 3.0 2.7 
20221018.223157.748201 0.109524 1.1 26.0 0.0 0.0 
20221018.223157.748212 0.109740 1.4 20.2 9.1 8.5 
20221018.223207.748317 0.104334 1.1 26.0 0.0 0.0 
20221018.223207.748328 0.065779 4.9 26.0 10.0 5.3 
20221018.223207.748340 0.118172 1.3 26.0 2.0 2.0 
20221018.223207.748353 0.103249 1.1 26.0 0.0 0.0 
20221018.223207.748363 0.059934 1.5 26.0 0.0 0.0 
20221018.223207.748374 0.109625 1.1 26.0 0.0 0.0 
20221018.223207.748386 0.111900 1.9 17.1 11.8 13.0 
20221018.223217.748486 0.106181 1.1 26.0 0.0 0.0 
20221018.223217.748495 0.073385 5.0 26.0 4.0 0.0 
20221018.223217.748507 0.125890 1.6 25.9 4.0 4.0 
20221018.223217.748519 0.102904 1.1 26.0 0.0 0.0 
20221018.223217.748529 0.065246 1.6 26.0 0.0 0.0 
20221018.223217.748541 0.110823 1.1 26.0 0.0 0.0 
20221018.223217.748552 0.109660 1.3 20.3 8.6 7.8 
20221018.223227.748661 0.106618 1.1 26.0 0.0 0.0 
20221018.223227.748672 0.098610 5.3 26.0 1.0 1.0 
20221018.223227.748684 0.114523 1.2 26.0 0.0 0.0 
20221018.223227.748696 0.107069 1.1 26.0 0.0 0.0 
20221018.223227.748705 0.025159 1.3 26.0 0.0 0.0 
20221018.223227.748718 0.111370 1.1 26.0 0.0 0.0 
20221018.223227.748731 0.110633 1.4 19.6 9.8 10.7 
20221018.223237.748830 0.107952 1.1 26.0 0.0 0.0 
20221018.223237.748840 0.099419 5.2 26.0 0.0 0.0 
20221018.223237.748851 0.120230 1.4 26.0 1.5 2.1 
20221018.223237.748863 0.101322 1.1 26.0 0.0 0.0 
20221018.223237.748873 0.062013 1.9 26.0 4.0 4.4 
20221018.223237.748885 0.108486 1.1 26.0 0.0 0.0 
20221018.223237.748896 0.112286 1.3 20.7 9.4 9.5 
20221018.223247.749002 0.104117 1.1 26.0 0.0 0.0 
20221018.223247.749012 0.088000 5.3 26.0 0.0 0.0 
20221018.223247.749025 0.113910 1.3 26.0 0.6 1.0 
20221018.223247.749036 0.102501 1.1 26.0 0.0 0.0 
20221018.223247.749046 0.066666 1.7 26.0 2.0 2.0 
20221018.223247.749058 0.110068 1.1 26.0 0.0 0.0 
20221018.223247.749070 0.109656 1.4 19.9 9.8 10.1 
20221018.223257.749175 0.105723 1.1 26.0 0.0 0.0 
20221018.223257.749187 0.093175 5.9 26.0 0.0 0.0 
20221018.223257.749199 0.118388 1.3 26.0 1.8 1.0 
20221018.223257.749210 0.105444 1.1 26.0 0.0 0.0 
20221018.223257.749221 0.045638 1.7 26.0 2.7 2.5 
20221018.223257.749232 0.110270 1.1 26.0 0.0 0.0 
20221018.223257.749245 0.112749 1.3 20.4 11.6 10.6 
20221018.223307.749348 0.106819 1.1 26.0 0.0 0.0 
20221018.223307.749360 0.067825 6.4 26.0 0.0 0.0 
20221018.223307.749373 0.115134 1.2 26.0 0.0 0.0 
20221018.223307.749384 0.104971 1.1 26.0 0.0 0.0 
20221018.223307.749394 0.081811 1.6 26.0 0.0 0.0 
20221018.223307.749406 0.112732 1.1 26.0 0.0 0.0 
20221018.223307.749418 0.108497 1.5 19.2 10.4 10.5 
20221018.223317.749530 0.102047 1.1 26.0 0.0 0.0 
20221018.223317.749540 0.089397 6.4 26.0 1.0 1.4 
20221018.223317.749552 0.122758 1.4 26.0 2.5 2.4 
20221018.223317.749564 0.103092 1.1 26.0 0.0 0.0 
20221018.223317.749574 0.088786 1.8 26.0 0.0 0.9 
20221018.223317.749586 0.111481 1.1 26.0 0.0 0.0 
20221018.223317.749598 0.108347 1.5 18.4 8.0 9.5 
20221018.223327.749694 0.105461 1.1 26.0 0.0 0.0 
20221018.223327.749704 0.141770 6.8 26.0 0.0 0.0 
20221018.223327.749715 0.111557 1.2 26.0 0.0 0.0 
20221018.223327.749727 0.106403 1.1 26.0 0.0 0.0 
20221018.223327.749737 0.035236 1.3 26.0 1.3 0.0 
20221018.223327.749748 0.110875 1.1 26.0 0.0 0.0 
20221018.223327.749761 0.111477 1.5 20.1 13.5 12.9 
20221018.223337.749864 0.105427 1.1 26.0 0.0 0.0 
20221018.223337.749879 0.148354 6.8 26.0 0.0 0.0 
20221018.223337.749891 0.116570 1.2 26.0 0.0 0.0 
20221018.223337.749903 0.105521 1.1 26.0 0.0 0.0 
20221018.223337.749914 0.040621 1.3 26.0 0.0 0.0 
20221018.223337.749926 0.111006 1.1 26.0 0.0 0.0 
20221018.223337.749938 0.111511 1.5 19.2 7.1 6.8 
20221018.223347.750035 0.103237 1.1 26.0 0.0 0.0 
20221018.223347.750046 0.151698 7.7 26.0 0.0 0.0 
20221018.223347.750057 0.114073 1.2 26.0 0.0 0.0 
20221018.223347.750069 0.103714 1.1 26.0 0.0 0.0 
20221018.223347.750079 0.064062 1.6 26.0 0.0 0.0 
20221018.223347.750091 0.108676 1.1 26.0 0.0 0.0 
20221018.223347.750103 0.110198 1.6 19.3 11.3 11.5 
20221018.223357.750208 0.104664 1.1 26.0 0.0 0.0 
20221018.223357.750218 0.155495 7.8 26.0 0.0 0.0 
20221018.223357.750230 0.115530 1.2 26.0 0.0 0.0 
20221018.223357.750242 0.102715 1.1 26.0 0.0 0.0 
20221018.223357.750252 0.030437 1.2 26.0 0.0 0.0 
20221018.223357.750263 0.109661 1.1 26.0 0.0 0.0 
20221018.223357.750275 0.110294 1.4 20.0 8.6 8.6 
20221018.223407.750375 0.106863 1.1 26.0 0.0 0.0 
20221018.223407.750385 0.091846 7.8 26.0 0.0 0.0 
20221018.223407.750397 0.114866 1.2 26.0 0.0 0.0 
20221018.223407.750409 0.103374 1.1 26.0 0.0 0.0 
20221018.223407.750420 0.082174 1.7 26.0 2.0 1.7 
20221018.223407.750432 0.111362 1.1 26.0 0.0 0.0 
20221018.223407.750445 0.107351 1.3 21.4 9.8 10.6 
20221018.223417.750548 0.104529 1.1 26.0 0.0 0.0 
20221018.223417.750558 0.132413 8.2 26.0 1.0 1.2 
20221018.223417.750570 0.115164 1.3 26.0 1.5 1.5 
20221018.223417.750592 0.102080 1.0 26.0 0.0 0.0 
20221018.223417.750602 0.081374 1.7 26.0 0.0 0.0 
20221018.223417.750614 0.107767 1.1 26.0 0.0 0.0 
20221018.223417.750626 0.110440 1.4 20.1 9.9 9.5 
20221018.223427.750720 0.105690 1.1 26.0 0.0 0.0 
20221018.223427.750731 0.123619 8.1 26.0 0.0 5.0 
20221018.223427.750743 0.122895 1.5 26.0 2.0 3.6 
20221018.223427.750755 0.104964 1.1 26.0 0.0 0.0 
20221018.223427.750767 0.052213 1.5 26.0 0.0 0.0 
20221018.223427.750778 0.110286 1.2 26.0 0.0 0.0 
20221018.223427.750798 0.110632 1.6 18.2 11.1 10.2 
20221018.223437.750892 0.103645 1.1 26.0 0.0 0.0 
20221018.223437.750903 0.100082 8.1 26.0 6.0 9.0 
20221018.223437.750915 0.122907 1.5 25.9 5.0 3.5 
20221018.223437.750927 0.101353 1.1 26.0 0.0 0.0 
20221018.223437.750938 0.067406 1.5 26.0 0.0 0.0 
20221018.223437.750951 0.109915 1.1 26.0 0.0 0.0 
20221018.223437.750963 0.109176 1.3 20.6 8.3 12.2 
20221018.223447.751079 0.104601 1.1 26.0 0.0 0.0 
20221018.223447.751091 0.095659 10.2 25.7 19.0 30.3 
20221018.223447.751105 0.125651 1.5 26.0 4.0 4.0 
20221018.223447.751117 0.101875 1.1 26.0 0.0 0.0 
20221018.223447.751127 0.087991 1.7 26.0 0.0 0.0 
20221018.223447.751138 0.111743 1.2 26.0 0.0 0.0 
20221018.223447.751150 0.107896 1.6 18.2 12.8 9.4 
20221018.223457.751235 0.106394 1.1 26.0 0.0 0.0 
20221018.223457.751246 0.077158 9.7 24.8 54.0 61.9 
20221018.223457.751260 0.120492 1.3 26.0 1.5 1.5 
20221018.223457.751280 0.102221 1.1 26.0 0.0 0.0 
20221018.223457.751291 0.090647 1.9 26.0 0.0 2.7 
20221018.223457.751302 0.108817 1.1 26.0 0.0 0.0 
20221018.223457.751314 0.111016 1.4 20.3 8.2 7.7 
20221018.223507.751410 0.106953 1.1 26.0 0.0 0.0 
20221018.223507.751421 0.083145 27.7 12.0 0.0 2.2 
20221018.223507.751433 0.116662 1.2 26.0 0.0 0.0 
20221018.223507.751445 0.104880 1.1 26.0 0.0 0.0 
20221018.223507.751456 0.099233 2.1 25.8 5.6 3.6 
20221018.223507.751476 0.110504 1.1 26.0 0.0 0.0 
20221018.223507.751488 0.107783 1.3 20.7 9.1 9.5 
20221018.223517.751578 0.105114 1.1 26.0 0.0 0.0 
20221018.223517.751588 0.110815 23.6 12.2 5.0 1.5 
20221018.223517.751600 0.111709 1.2 26.0 0.0 0.0 
20221018.223517.751612 0.102779 1.1 26.0 0.0 0.0 
20221018.223517.751622 0.107134 1.8 26.0 0.0 0.0 
20221018.223517.751635 0.110119 1.1 26.0 0.0 0.0 
20221018.223517.751647 0.110535 1.3 21.1 9.8 10.6 
20221018.223527.751751 0.105781 1.1 26.0 0.0 0.0 
20221018.223527.751761 0.105634 21.8 13.0 0.0 0.0 
20221018.223527.751774 0.130232 1.7 25.9 5.5 5.5 
20221018.223527.751786 0.104871 1.1 26.0 0.0 0.0 
20221018.223527.751796 0.082168 2.2 25.5 6.0 5.8 
20221018.223527.751808 0.112270 1.2 26.0 0.6 0.5 
20221018.223527.751821 0.113064 1.5 19.8 12.9 12.6 
20221018.223537.751926 0.106966 1.1 26.0 0.0 0.0 
20221018.223537.751937 0.125156 19.7 15.1 0.0 0.0 
20221018.223537.751959 0.130235 1.6 26.0 4.0 4.1 
20221018.223537.751971 0.103255 1.1 26.0 0.0 0.0 
20221018.223537.751980 0.063637 1.5 26.0 0.0 0.0 
20221018.223537.751993 0.109690 1.1 26.0 0.0 0.0 
20221018.223537.752004 0.111013 1.6 18.9 6.6 7.3 
20221018.223547.752097 0.100479 1.0 26.0 0.0 0.0 
20221018.223547.752108 0.033338 17.1 16.0 0.0 0.0 
20221018.223547.752120 0.118314 1.4 26.0 2.0 2.0 
20221018.223547.752132 0.101176 1.1 26.0 0.0 0.0 
20221018.223547.752142 0.050300 1.4 26.0 0.0 0.0 
20221018.223547.752154 0.106841 1.1 26.0 0.0 0.0 
20221018.223547.752166 0.108031 1.3 21.2 9.4 10.8 
20221018.223557.752267 0.107025 1.1 26.0 0.0 0.0 
20221018.223557.752280 0.114544 1.2 26.0 0.0 0.0 
20221018.223557.752292 0.103832 1.1 26.0 0.0 0.0 
20221018.223557.752302 0.088502 1.9 26.0 1.6 1.8 
20221018.223557.752314 0.109428 1.1 26.0 0.0 0.0 
20221018.223557.752326 0.110977 1.5 19.3 13.6 11.2 
20221018.223607.752437 0.101298 1.0 26.0 0.0 0.0 
20221018.223607.752460 0.122981 1.4 26.0 0.0 2.0 
20221018.223607.752473 0.104240 1.1 26.0 0.0 0.0 
20221018.223607.752483 0.062614 1.5 26.0 0.0 0.0 
20221018.223607.752494 0.109099 1.1 26.0 0.0 0.0 
20221018.223607.752507 0.109430 1.4 20.4 7.2 8.8 
20221018.223617.752604 0.000122 9.0 9.0 0.0 0.0 
20221018.223617.752617 0.107601 1.2 26.0 0.0 0.0 
20221018.223617.752628 0.000009 1.0 16.0 0.0 100.0 
20221018.223617.752640 0.108939 1.2 26.0 2.0 0.0 
20221018.223617.752652 0.106005 1.1 26.0 0.0 0.0 
20221018.223617.752665 0.254993 1.5 26.0 0.0 0.0 
20221018.223617.752677 0.105559 1.1 26.0 0.0 0.0 
20221018.223617.752689 0.111303 1.3 20.9 12.0 10.1 
20221018.223627.752771 0.110171 1.1 26.0 0.0 0.0 
20221018.223627.752784 0.112177 1.3 26.0 0.0 0.0 
20221018.223627.752796 0.107699 1.1 26.0 0.0 0.0 
20221018.223627.752811 0.421539 1.8 26.0 0.0 0.0 
20221018.223627.752823 0.108341 1.2 26.0 0.0 0.0 
20221018.223627.752836 0.115138 1.5 20.6 7.9 9.3 
20221018.223637.752967 0.112934 1.1 26.0 0.0 0.0 
20221018.223637.752980 0.110100 1.2 26.0 0.0 0.0 
20221018.223637.752991 0.109833 1.1 26.0 0.0 0.0 
20221018.223637.753006 0.415798 1.8 26.0 0.0 0.0 
20221018.223637.753018 0.111301 1.2 26.0 0.0 0.0 
20221018.223637.753031 0.114386 1.4 21.3 11.4 11.0 
20221018.223647.753128 0.106537 1.1 26.0 0.0 0.0 
20221018.223647.753142 0.101592 1.4 26.0 0.0 0.0 
20221018.223647.753153 0.107677 1.1 26.0 0.0 0.0 
20221018.223647.753168 0.375693 1.6 26.0 0.0 0.0 
20221018.223647.753177 0.000161 2.3 9.0 0.0 0.0 
20221018.223647.753187 0.110979 1.2 26.0 0.0 0.0 
20221018.223647.753199 0.119563 1.5 21.0 8.6 8.2 
20221018.223657.753298 0.107638 1.1 26.0 0.0 0.0 
20221018.223657.753311 0.075174 1.8 26.0 2.0 2.2 
20221018.223657.753323 0.112112 1.1 26.0 0.0 0.0 
20221018.223657.753338 0.379292 1.5 26.0 0.0 0.0 
20221018.223657.753347 0.000089 1.3 9.0 0.0 33.3 
20221018.223657.753359 0.115321 1.2 26.0 0.5 0.5 
20221018.223657.753371 0.122276 1.7 21.2 13.0 12.9 
20221018.223707.753472 0.110179 1.1 26.0 0.0 0.0 
20221018.223707.753483 0.049465 1.9 26.0 4.0 4.3 
20221018.223707.753496 0.106463 1.1 26.0 0.0 0.0 
20221018.223707.753511 0.423199 1.7 26.0 0.0 0.0 
20221018.223707.753522 0.007662 1.8 9.5 4.0 2.7 
20221018.223707.753533 0.113174 1.2 26.0 0.0 0.0 
20221018.223707.753545 0.122720 1.8 20.2 12.8 12.7 
20221018.223717.753642 0.108505 1.1 26.0 0.0 0.0 
20221018.223717.753653 0.040851 1.6 26.0 0.0 1.4 
20221018.223717.753664 0.108879 1.1 26.0 0.0 0.0 
20221018.223717.753679 0.337581 1.5 26.0 0.0 0.0 
20221018.223717.753691 0.027711 1.7 15.1 0.0 0.0 
20221018.223717.753703 0.109057 1.1 26.0 0.1 0.1 
20221018.223717.753714 0.112853 1.8 19.0 5.5 5.8 
20221018.223727.753810 0.100673 1.1 26.0 0.0 0.0 
20221018.223727.753822 0.092814 2.2 26.0 7.2 7.2 
20221018.223727.753834 0.103153 1.1 26.0 0.0 0.0 
20221018.223727.753849 0.327789 1.5 26.0 0.0 0.0 
20221018.223727.753860 0.022133 1.7 22.0 0.5 0.6 
20221018.223727.753871 0.105939 1.1 26.0 0.0 0.0 
20221018.223727.753883 0.121109 2.0 18.3 10.0 10.6 
20221018.223737.753984 0.110788 1.1 26.0 0.0 0.0 
20221018.223737.753995 0.077433 1.6 26.0 0.0 0.0 
20221018.223737.754007 0.106417 1.1 26.0 0.0 0.0 
20221018.223737.754022 0.352319 1.5 26.0 0.0 0.0 
20221018.223737.754031 0.008923 1.2 26.0 0.0 0.0 
20221018.223737.754042 0.109605 1.2 26.0 0.0 0.0 
20221018.223737.754054 0.120062 1.8 20.5 10.1 9.0 
20221018.223747.754158 0.110045 1.1 26.0 0.0 0.0 
20221018.223747.754169 0.045230 1.4 26.0 0.0 0.0 
20221018.223747.754183 0.106421 1.1 26.0 0.0 0.0 
20221018.223747.754197 0.381347 1.6 26.0 0.0 0.0 
20221018.223747.754207 0.009061 1.1 26.0 0.5 0.8 
20221018.223747.754219 0.111237 1.2 26.0 0.0 0.0 
20221018.223747.754231 0.119393 1.7 20.8 9.8 11.2 
20221018.223757.754328 0.109879 1.2 26.0 1.0 1.0 
20221018.223757.754340 0.087273 1.7 26.0 0.0 0.0 
20221018.223757.754352 0.106457 1.1 26.0 0.0 0.0 
20221018.223757.754367 0.339554 1.5 26.0 0.0 0.0 
20221018.223757.754376 0.006281 1.1 26.0 1.0 1.1 
20221018.223757.754387 0.111008 1.1 26.0 0.0 0.0 
20221018.223757.754399 0.127213 1.9 20.4 11.2 10.6 
20221018.223807.754511 0.106548 1.1 26.0 0.0 0.0 
20221018.223807.754524 0.080297 1.6 26.0 0.0 0.0 
20221018.223807.754536 0.106701 1.1 26.0 0.0 0.0 
20221018.223807.754551 0.363953 1.5 26.0 0.0 0.0 
20221018.223807.754561 0.003100 1.0 26.0 0.0 16.9 
20221018.223807.754573 0.119946 1.4 26.0 2.3 2.0 
20221018.223807.754585 0.115581 1.7 20.9 11.9 10.6 
20221018.223817.754673 0.110218 1.1 26.0 0.0 0.0 
20221018.223817.754684 0.108625 2.0 26.0 3.2 3.3 
20221018.223817.754696 0.104975 1.1 26.0 0.0 0.0 
20221018.223817.754711 0.350552 1.5 26.0 0.0 0.0 
20221018.223817.754720 0.003210 1.0 26.0 12.0 6.9 
20221018.223817.754731 0.109293 1.1 26.0 0.0 0.0 
20221018.223817.754742 0.115470 1.8 20.3 7.9 9.0 
20221018.223827.754845 0.115164 1.3 26.0 2.0 1.9 
20221018.223827.754856 0.083795 2.0 26.0 5.0 4.7 
20221018.223827.754869 0.107611 1.1 26.0 0.0 0.0 
20221018.223827.754886 0.351082 1.5 26.0 0.0 0.0 
20221018.223827.754896 0.003967 1.2 26.0 0.0 2.0 
20221018.223827.754907 0.108593 1.1 26.0 0.0 0.0 
20221018.223827.754918 0.129017 1.9 21.0 9.6 10.1 
20221018.223837.755019 0.113665 1.3 26.0 2.0 1.9 
20221018.223837.755031 0.087561 1.8 26.0 0.0 0.0 
20221018.223837.755042 0.110229 1.1 26.0 0.0 0.0 
20221018.223837.755057 0.360420 1.5 26.0 0.0 0.0 
20221018.223837.755066 0.004475 1.2 26.0 5.0 4.8 
20221018.223837.755077 0.110897 1.2 26.0 0.0 0.0 
20221018.223837.755088 0.123853 1.7 20.1 11.0 10.1 
20221018.223847.755190 0.107681 1.1 26.0 0.0 0.0 
20221018.223847.755201 0.027088 1.4 26.0 0.0 0.0 
20221018.223847.755213 0.108475 1.1 26.0 0.0 0.0 
20221018.223847.755228 0.424904 1.7 26.0 0.1 0.1 
20221018.223847.755237 0.009474 1.1 26.0 3.0 0.7 
20221018.223847.755258 0.109191 1.1 26.0 0.0 0.0 
20221018.223847.755271 0.123918 1.6 20.3 11.1 11.0 
20221018.223857.755362 0.113832 1.2 26.0 1.5 1.5 
20221018.223857.755375 0.102016 2.8 25.8 11.2 12.8 
20221018.223857.755389 0.105265 1.1 26.0 0.0 0.0 
20221018.223857.755405 0.380196 1.6 26.0 0.0 0.0 
20221018.223857.755414 0.007424 1.1 26.0 0.0 0.0 
20221018.223857.755424 0.108023 1.2 26.0 0.0 0.0 
20221018.223857.755435 0.130166 1.9 20.8 7.7 8.5 
20221018.223907.755532 0.110542 1.1 26.0 0.6 0.6 
20221018.223907.755544 0.069137 2.0 23.7 2.7 2.3 
20221018.223907.755556 0.109057 1.1 26.0 0.0 0.0 
20221018.223907.755572 0.381298 1.5 26.0 0.0 0.0 
20221018.223907.755582 0.005074 1.1 26.0 1.0 2.8 
20221018.223907.755593 0.110860 1.2 26.0 0.0 0.0 
20221018.223907.755606 0.134432 2.2 18.8 11.9 11.2 
20221018.223917.755704 0.109538 1.1 26.0 0.0 0.0 
20221018.223917.755716 0.108546 2.1 26.0 2.6 3.5 
20221018.223917.755734 0.106464 1.1 26.0 0.0 0.0 
20221018.223917.755749 0.347969 1.5 26.0 0.0 0.0 
20221018.223917.755758 0.005397 1.2 26.0 2.0 3.1 
20221018.223917.755769 0.106163 1.1 26.0 0.0 0.0 
20221018.223917.755780 0.118598 1.6 19.9 9.0 9.1 
20221018.223927.755876 0.110642 1.1 26.0 0.0 0.0 
20221018.223927.755887 0.031183 1.4 26.0 1.5 0.0 
20221018.223927.755898 0.106449 1.1 26.0 0.0 0.0 
20221018.223927.755913 0.385067 1.6 26.0 0.0 0.0 
20221018.223927.755934 0.015594 1.1 26.0 1.0 0.5 
20221018.223927.755945 0.108916 1.1 26.0 0.0 0.0 
20221018.223927.755956 0.114474 1.6 20.0 9.3 9.5 
20221018.223937.756048 0.106002 1.1 26.0 0.0 0.0 
20221018.223937.756059 0.090135 1.8 26.0 0.8 0.9 
20221018.223937.756072 0.107359 1.1 26.0 0.0 0.0 
20221018.223937.756086 0.326555 1.5 26.0 0.0 0.0 
20221018.223937.756095 0.012308 1.2 26.0 1.0 0.7 
20221018.223937.756106 0.105215 1.1 26.0 0.0 0.0 
20221018.223937.756126 0.121060 1.5 20.7 10.1 10.7 
20221018.223947.756233 0.100051 1.1 26.0 0.5 0.5 
20221018.223947.756247 0.102153 2.1 26.0 4.0 3.6 
20221018.223947.756260 0.101900 1.1 26.0 0.0 0.0 
20221018.223947.756278 0.344569 1.5 26.0 0.0 0.0 
20221018.223947.756288 0.009242 1.2 26.0 0.0 0.9 
20221018.223947.756301 0.109245 1.1 26.0 0.0 0.0 
20221018.223947.756315 0.120945 1.8 19.7 10.2 11.0 
20221018.223957.756393 0.119526 1.4 25.9 2.2 2.4 
20221018.223957.756414 0.064959 1.7 26.0 1.0 1.1 
20221018.223957.756427 0.105827 1.1 26.0 0.0 0.0 
20221018.223957.756441 0.332813 1.5 26.0 0.0 0.0 
20221018.223957.756450 0.029608 1.4 26.0 0.3 0.0 
20221018.223957.756461 0.109078 1.1 26.0 0.0 0.0 
20221018.223957.756473 0.120840 1.7 20.0 11.1 10.1 
20221018.224007.756563 0.107696 1.1 26.0 0.1 0.1 
20221018.224007.756574 0.021059 1.2 26.0 0.0 0.0 
20221018.224007.756586 0.103161 1.1 26.0 0.0 0.0 
20221018.224007.756609 0.350128 1.5 26.0 0.0 0.0 
20221018.224007.756620 0.064548 1.6 26.0 0.0 0.0 
20221018.224007.756631 0.109648 1.2 26.0 0.1 0.1 
20221018.224007.756643 0.118330 1.6 19.5 8.8 9.5 
20221018.224017.756734 0.114303 1.2 26.0 0.0 0.0 
20221018.224017.756745 0.026333 1.2 26.0 0.0 0.0 
20221018.224017.756757 0.108504 1.1 26.0 0.0 0.0 
20221018.224017.756771 0.386514 1.6 26.0 0.0 0.0 
20221018.224017.756781 0.020351 1.3 26.0 0.0 0.0 
20221018.224017.756792 0.109217 1.1 26.0 0.0 0.0 
20221018.224017.756803 0.115973 1.6 19.5 9.5 9.2 
20221018.224027.756909 0.112164 1.2 26.0 0.0 0.5 
20221018.224027.756920 0.018075 1.2 26.0 0.0 0.0 
20221018.224027.756932 0.107302 1.1 26.0 0.0 0.0 
20221018.224027.756947 0.351457 1.6 26.0 0.0 0.0 
20221018.224027.756958 0.050156 1.5 26.0 0.0 0.0 
20221018.224027.756970 0.108889 1.1 26.0 0.0 0.0 
20221018.224027.756982 0.122096 1.7 19.8 12.8 11.9 
20221018.224037.757094 0.125174 1.6 26.0 5.5 4.9 
20221018.224037.757105 0.014332 1.1 26.0 0.0 0.0 
20221018.224037.757117 0.105717 1.1 26.0 0.0 0.0 
20221018.224037.757132 0.367249 1.6 26.0 0.0 0.0 
20221018.224037.757142 0.041649 1.4 26.0 0.0 0.0 
20221018.224037.757153 0.106354 1.1 26.0 0.0 0.0 
20221018.224037.757164 0.118894 1.7 19.8 8.6 8.9 
20221018.224047.757250 0.107846 1.1 26.0 0.0 0.0 
20221018.224047.757261 0.012101 1.1 26.0 0.0 0.0 
20221018.224047.757273 0.106659 1.1 26.0 0.0 0.0 
20221018.224047.757288 0.398335 1.6 26.0 0.0 0.0 
20221018.224047.757298 0.045295 1.8 26.0 2.7 2.9 
20221018.224047.757310 0.111483 1.2 26.0 0.0 0.0 
20221018.224047.757322 0.113303 1.5 20.9 9.0 9.3 
20221018.224057.757421 0.118150 1.4 26.0 2.0 2.5 
20221018.224057.757432 0.020401 1.1 26.0 0.0 0.0 
20221018.224057.757445 0.104205 1.1 26.0 0.0 0.0 
20221018.224057.757460 0.361752 1.6 26.0 0.0 0.0 
20221018.224057.757470 0.033730 1.3 26.0 0.0 0.0 
20221018.224057.757481 0.108969 1.2 26.0 0.0 0.0 
20221018.224057.757493 0.117085 1.6 20.7 10.6 10.4 
20221018.224107.757595 0.114817 1.3 26.0 1.8 1.4 
20221018.224107.757606 0.032817 1.2 26.0 0.0 0.0 
20221018.224107.757619 0.104899 1.1 26.0 0.0 0.0 
20221018.224107.757634 0.376911 1.5 26.0 0.0 0.0 
20221018.224107.757644 0.008527 1.1 26.0 0.0 0.0 
20221018.224107.757655 0.107224 1.2 26.0 0.0 0.0 
20221018.224107.757668 0.113762 1.8 18.9 10.0 10.5 
20221018.224117.757766 0.115800 1.3 26.0 2.0 1.9 
20221018.224117.757777 0.086820 1.9 26.0 4.0 3.4 
20221018.224117.757789 0.104759 1.1 26.0 0.0 0.0 
20221018.224117.757804 0.339548 1.5 26.0 0.0 0.0 
20221018.224117.757813 0.003702 1.1 26.0 0.0 3.4 
20221018.224117.757824 0.104660 1.1 26.0 0.0 0.0 
20221018.224117.757835 0.121926 1.8 21.7 10.3 9.2 
20221018.224127.757938 0.125983 1.4 26.0 2.7 2.8 
20221018.224127.757949 0.075067 1.9 26.0 0.0 3.2 
20221018.224127.757961 0.109535 1.1 26.0 0.0 0.0 
20221018.224127.757978 0.383625 1.6 26.0 0.0 0.0 
20221018.224127.757987 0.002763 1.0 26.0 2.0 5.8 
20221018.224127.757997 0.108351 1.2 26.0 0.0 0.0 
20221018.224127.758008 0.126574 1.9 20.2 9.9 9.2 
20221018.224137.758111 0.108167 1.1 26.0 0.0 0.0 
20221018.224137.758125 0.068650 2.0 25.7 8.0 3.6 
20221018.224137.758137 0.107462 1.1 26.0 0.0 0.0 
20221018.224137.758153 0.382341 1.6 26.0 0.1 0.1 
20221018.224137.758162 0.006674 1.1 26.0 4.0 1.0 
20221018.224137.758174 0.110148 1.2 26.0 0.0 0.0 
20221018.224137.758186 0.122478 1.6 20.6 11.9 12.4 
20221018.224147.758282 0.116824 1.3 26.0 2.0 1.9 
20221018.224147.758293 0.034675 1.3 26.0 0.0 0.0 
20221018.224147.758307 0.108706 1.1 26.0 0.0 0.0 
20221018.224147.758323 0.415210 1.6 26.0 0.0 0.0 
20221018.224147.758332 0.007526 1.1 26.0 1.0 1.1 
20221018.224147.758344 0.111153 1.2 26.0 0.0 0.0 
20221018.224147.758355 0.122560 1.8 19.3 7.5 8.4 
20221018.224157.758452 0.114739 1.2 26.0 1.3 1.4 
20221018.224157.758465 0.039066 1.2 26.0 0.0 0.0 
20221018.224157.758477 0.109589 1.1 26.0 0.0 0.0 
20221018.224157.758492 0.380798 1.6 26.0 0.0 0.0 
20221018.224157.758501 0.007874 1.1 26.0 1.0 2.0 
20221018.224157.758513 0.111253 1.2 26.0 0.0 0.0 
